5.5 0.0300525920360631 33.275 -3303.02659842251 -1.8350147769014
5 0.04 25 -2668.56457068099 -1.48253587260055
7 0.0145772594752187 68.6 -3745.77115371605 -2.0809839742867
6 0.0231481481481481 43.2 -3472.3668999525 -1.92909272219583
7 0.0145772594752187 68.6 -3745.77115371606 -2.0809839742867
7 0.0145772594752187 68.6 -3745.77115371606 -2.0809839742867
